1,1,845.9740116981,3
1,2,1429.3493972908,5
1,3,1422.1210266632,5
1,4,1248.5087615741,4
1,5,1249.9736578177,4
1,6,735.448089727,2
1,7,1482.5104698217,5
1,8,544.046116697,2
1,9,929.6241248222,3
1,10,1385.3311805556,5
1,11,1557.364857508,5
1,12,1732.5453977988,5
1,13,1175.9351367455,4
1,14,1275.9801504108,5
1,15,1686.0182020006,5
1,16,787.1660117184,3
1,17,545.4635472394,2
1,18,665.0869697359,2
1,19,194.3627101485,1
1,20,185.9475967012,1
1,21,424.7726007373,1
1,22,1160.6442378258,4
1,23,631.6579372611,2
1,24,666.4843321331,2
1,25,914.751638546,3
1,26,1350.5537066556,5
1,27,1807.1469992276,5
1,28,744.4795396091,2
1,29,1573.2822929254,5
1,30,1747.0317278102,5
1,31,1434.8351731824,5
2,1,1664.5454244039,5
2,2,1696.2000745885,5
2,3,1264.18708762,5
2,4,1291.3063888889,5
2,5,864.641913474,3
2,6,1842.5742570481,5
2,7,1669.1246652647,5
2,8,1808.645278112,5
2,9,1433.8687532662,5
2,10,1611.5420768464,5
2,11,778.8971596845,3
2,12,1010.6753390709,4
2,13,980.0068420225,3
2,14,717.3139574124,2
2,15,1351.3889474104,5
2,16,888.7264712275,3
2,17,560.5853512871,2
2,18,671.9344763747,2
2,19,1277.805528334,5
2,20,2095.9524445872,5
2,21,1711.4740418813,5
2,22,1587.5309413909,5
2,23,633.1798009259,2
2,24,626.4686459809,2
2,25,634.8155853175,2
2,26,839.8915403285,3
2,27,1187.799897549,4
2,28,1945.4394117845,5
2,29,1655.5894233617,5
3,1,1319.5151345662,5
3,2,1768.7080034594,5
3,3,1556.3585042662,5
3,4,1042.6316135308,4
3,5,1044.3728711995,4
3,6,1055.8918210967,4
3,7,970.6310453046,3
3,8,1059.4777758582,4
3,9,1953.4593848734,5
3,10,1002.986474859,4
3,11,974.8177410074,3
3,12,1155.6402539683,4
3,13,1440.5539657304,5
3,14,1310.0978129842,5
3,15,1050.0682361533,4
3,16,1445.6280849242,5
3,17,723.3497636848,2
3,18,868.0227251281,3
3,19,1039.6408172303,4
3,20,667.0574069042,2
3,21,565.8644711151,2
3,22,1005.4595539552,4
3,23,1168.7454329059,4
3,24,901.6572477851,3
3,25,777.6775681259,3
3,26,1650.394061102,5
3,27,1749.9100679252,5
3,28,1873.2314710795,5
3,29,1473.9535731262,5
3,30,838.7184662373,3
3,31,1190.9927419853,4
4,1,1078.7618705298,4
4,2,733.6988957039,2
4,3,1015.5199114583,4
4,4,1025.1808350695,4
4,5,797.0657039931,3
4,6,1560.6478718203,5
4,7,1417.6087241841,5
4,8,841.1849701179,3
4,9,1151.0570693132,4
4,10,1137.5046130291,4
4,11,1488.3156579875,5
4,12,776.9943549339,3
4,13,621.6367978426,2
4,14,880.8663614137,3
4,15,1490.7791445404,5
4,16,966.0842741481,3
4,17,486.345458024,1
4,18,919.4341726978,3
4,19,705.7081123305,2
4,20,1722.0470702018,5
4,21,871.1766867516,3
4,22,650.7574554766,2
4,23,1302.3726586674,5
4,24,1268.7464661254,5
4,25,1268.9569505978,5
4,26,1021.8768090119,4
4,27,948.1309721123,3
4,28,1022.2703211783,4
4,29,1381.1141369559,5
4,30,1013.028586677,4
5,1,1561.2483789747,5
5,2,1124.4807057179,4
5,3,978.2911335685,3
5,4,756.0372570005,3
5,5,1210.8876348631,4
5,6,1176.1169473377,4
5,7,942.8474065501,3
5,8,726.6869302984,2
5,9,1065.141389151,4
5,10,1089.526337257,4
5,11,626.1479005058,2
5,12,629.3718760002,2
5,13,962.8473049656,3
5,14,1423.1380664496,5
5,15,975.6927531891,3
5,16,916.9844253748,3
5,17,870.2083632869,3
5,18,788.1879513889,3
5,19,449.2515972222,1
5,20,737.0982638889,2
5,21,743.7128819444,2
5,22,674.1520486111,2
5,23,570.6279166667,2
5,24,556.2274305556,2
5,25,654.2684722222,2
5,26,644.8495138889,2
5,27,737.3151041667,2
5,28,653.7380269058,2
5,29,692.495625,2
5,30,612.1585714286,2
5,31,530.9181944444,2
6,1,782.182328104,3
6,2,1736.0610104015,5
6,3,1072.931536079,4
6,4,654.4825766984,2
6,5,721.786576447,2
6,6,977.9152595152,3
6,7,877.1029868636,3
6,8,1709.1997786344,5
6,9,1660.122332114,5
6,10,1246.4212574956,4
6,11,1067.6260244877,4
6,12,864.9519017108,3
6,13,935.7362188267,3
6,14,858.484328765,3
6,15,1012.1298075831,4
6,16,1143.4057268048,4
6,17,1303.5120524878,5
6,18,1209.7191076257,4
6,19,1150.369749132,4
6,20,1033.5932291667,4
6,21,1175.4138566292,4
6,22,1193.1383950755,4
6,23,1111.6741848958,4
6,24,836.793740017,3
6,25,741.6748433424,2
6,26,887.6963753459,3
6,27,1151.455239755,4
6,28,860.3778981073,3
6,29,840.2293503637,3
6,30,891.5516471656,3
7,1,1000.8165352587,4
7,2,883.1785279481,3
7,3,926.4377879902,3
7,4,987.575751634,3
7,5,928.9586560592,3
7,6,816.6568665768,3
7,7,1175.4923412388,4
7,8,1712.2570353089,5
7,9,1082.8317276884,4
7,10,998.6822577772,3
7,11,1299.2658680077,5
7,12,1202.7878906496,4
7,13,1256.6262844066,5
7,14,1243.6232359256,4
7,15,828.4593210915,3
7,16,866.8155217897,3
7,17,1250.9424340763,5
7,18,755.3744015775,3
7,19,1110.9780581249,4
7,20,1147.519899856,4
7,21,754.159336767,3
7,22,944.9229586339,3
7,23,859.9940485789,3
7,24,795.9068094596,3
7,25,1761.5056210783,5
7,26,1294.279140311,5
7,27,2202.05046248,5
7,28,1708.5297985348,5
7,29,845.5275474651,3
7,30,657.4609990325,2
7,31,858.0506364739,3
8,1,413.0956367453,1
8,2,914.1584750819,3
8,3,1026.4405100524,4
8,4,944.6397874563,3
8,5,845.1535122,3
8,6,933.8843506752,3
8,7,892.5876322577,3
8,8,1066.8018827992,4
8,9,667.3574202404,2
8,10,836.7358723421,3
8,11,877.1910048486,3
8,12,931.9882098826,3
8,13,843.2835148292,3
8,14,1022.8115660809,4
8,15,734.4419642785,2
8,16,804.4071459563,3
8,17,942.4420146413,3
8,18,723.9102169164,2
8,19,863.1710609753,3
8,20,771.0294670998,3
8,21,751.3516899519,3
8,22,938.2932562478,3
8,23,784.7050051739,3
8,24,1077.8081287256,4
8,25,1708.1317871133,5
8,26,1598.7126330486,5
8,27,998.1244879304,3
8,28,734.4878959235,2
8,29,744.7701919824,2
8,30,894.0630094601,3
8,31,1042.7580393218,4
9,1,751.5035338881,3
9,2,679.0799022634,2
9,3,417.7369320881,1
9,4,709.6593201303,2
9,5,937.5320696159,3
9,6,1018.9067013264,4
9,7,979.3068788743,3
9,8,828.0913863169,3
9,9,999.1446987679,3
9,10,899.303593653,3
9,11,721.7016872698,2
9,12,801.0458444787,3
9,13,594.5914429012,2
9,14,1656.2822015726,5
9,15,1120.0122746818,4
9,16,1394.5607599945,5
9,17,1306.0553921093,5
9,18,1225.5391071839,4
9,19,923.525079001,3
9,20,859.1945404664,3
9,21,870.3280998062,3
9,22,1282.3346008445,5
9,23,1167.8103442491,4
9,24,1152.8948600335,4
9,25,748.6836409392,2
9,26,411.9521593261,1
9,27,809.3049301471,3
9,28,1438.2788248334,5
9,29,1445.2946755135,5
9,30,1475.4755099897,5
10,1,1415.0719802961,5
10,2,312.7535038807,1
10,3,235.3238000409,1
10,4,746.7292575572,2
10,5,880.1945191991,3
10,6,1172.4856560621,4
10,7,1273.9003085928,5
10,8,713.1121868131,2
10,9,694.5723807392,2
10,10,1012.8336453938,4
10,11,952.219775802,3
10,12,269.7036167298,1
10,13,738.4126100996,2
10,14,884.7854782164,3
10,15,660.5501461577,2
10,16,662.6831878714,2
10,17,609.574447751,2
10,18,185.5244283414,1
10,19,228.4932115539,1
10,20,718.1757607151,2
10,21,1016.8362009522,4
10,22,852.5804045894,3
10,23,653.0418736681,2
10,24,615.9881189834,2
10,25,462.7863433045,1
10,26,869.5215579649,3
10,27,688.2210720611,2
10,28,436.5500581817,1
10,29,786.0925286205,3
10,30,568.510440768,2
10,31,950.3465086806,3
11,1,596.509937706,2
11,2,855.1689990305,3
11,3,764.0300603001,3
11,4,854.4539045352,3
11,5,1115.8486790386,4
11,6,1224.2754576837,4
11,7,954.3954862765,3
11,8,886.522600211,3
11,9,1465.855498573,5
11,10,1179.8151588667,4
11,11,706.6528287623,2
11,12,524.5422638643,2
11,13,1253.0370564868,5
11,14,1336.1819510024,5
11,15,1638.9973282213,5
11,16,1543.9370149101,5
11,17,1896.9799872774,5
11,18,1665.0969914929,5
11,19,1637.7196681097,5
11,20,769.415445821,3
11,21,1470.3736672009,5
11,22,836.5922792259,3
11,23,604.0841651505,2
11,24,1303.2829248351,5
11,25,1004.251482215,4
11,26,707.7910794965,2
11,27,804.9125605741,3
11,28,1385.0856009945,5
11,29,1949.2267678327,5
11,30,1838.4443988473,5
12,1,1265.5669907408,5
12,2,528.1113168724,2
12,3,743.6290076887,2
12,4,939.1835734343,3
12,5,977.7546905007,3
12,6,1174.0545953361,4
12,7,852.497518558,3
12,8,1041.0882315523,4
12,9,726.9232593421,2
12,10,743.5515425956,2
12,11,1182.3054170905,4
12,12,821.2726041667,3
12,13,356.7726944444,1
12,14,327.1187126583,1
12,15,792.2754253875,3
12,16,1107.7588079548,4
12,17,1010.9155200337,4
12,18,578.7272198444,2
12,19,966.063516039,3
12,20,1135.7315225695,4
12,21,1479.686733507,5
12,22,1724.9149296875,5
12,23,1095.0464131853,4
12,24,1236.3397195261,4
12,25,1114.5228317901,4
12,26,1079.1433256173,4
12,27,940.2274211248,3
12,28,1314.0669800545,5
12,29,769.3353952332,3
12,30,1184.7716606653,4
12,31,1020.7266898148,4
